lightblue ,"grayish, grey, gray ","gold, yellow, mustard, golden ",navy ,"bluish, blue, indigo, denim ","lightgrey, silver, light gray ","darkgrey, charcoal, black grey ","burlap, sand, taupe, tan, beige, light brown ","natural, neutral, greige, ivory, cream, off white ",black ,"pink, light pink, dark pink ",white  ,black and white ,"teal, light teal, dark teal "
[light blue boho 95 inch drape],[grey grommet 97 inch curtain],[yellow grommet 97 inch curtain],[navy bohemian 95 inch drape],[denim grommet 96 inch drapery],[silver grommet 97 inch curtain],[charcoal grommet 97 inch curtain],[sand grommet 96 inch curtain],[neutral grommet 96 inch curtain],[black bohemian 95 inch drape],[light pink grommet 97 inch curtain],[white bohemian 95 inch drape],[black and white bohemian 95 inch drape],[dark teal grommet 97 inch curtain]
[light blue boho 95 inch drapery],[gray grommet 97 inch curtain],[mustard grommet 97 inch curtain],[navy bohemian 95 inch drapery],[bluish grommet 96 inch panel],[light grey grommet 97 inch curtain],[black grey grommet 97 inch curtain],[taupe grommet 96 inch curtain],[greige grommet 96 inch curtain],[black bohemian 95 inch drapery],[dark pink grommet 97 inch curtain],[white bohemian 95 inch drapery],[black and white bohemian 95 inch drapery],[light teal grommet 97 inch curtain]
[light blue boho 95 inch panel],[grayish grommet 97 inch drape],[gold grommet 97 inch drape],[navy bohemian 95 inch panel],[blue grommet 96 inch panel],[light gray grommet 97 inch drape],[dark grey grommet 97 inch drape],[tan grommet 96 inch curtain],[ivory grommet 96 inch curtain],[black bohemian 95 inch panel],[pink grommet 97 inch drape],[white bohemian 95 inch panel],[black and white bohemian 95 inch panel],[teal grommet 97 inch drape]
[light blue boho 95 inch window curtain],[grey grommet 97 inch drape],[yellow grommet 97 inch drape],[navy bohemian 95 inch window curtain],[indigo grommet 96 inch panel],[silver grommet 97 inch drape],[charcoal grommet 97 inch drape],[beige grommet 96 inch curtain],[cream grommet 96 inch curtain],[black bohemian 95 inch window curtain],[light pink grommet 97 inch drape],[white bohemian 95 inch window curtain],[black and white bohemian 95 inch window curtain],[dark teal grommet 97 inch drape]
[light blue boho 96 inch curtain],[gray grommet 97 inch drape],[mustard grommet 97 inch drape],[navy bohemian 96 inch curtain],[denim grommet 96 inch panel],[light grey grommet 97 inch drape],[black grey grommet 97 inch drape],[light brown grommet 96 inch curtain],[off white grommet 96 inch curtain],[black bohemian 96 inch curtain],[dark pink grommet 97 inch drape],[white bohemian 96 inch curtain],[black and white bohemian 96 inch curtain],[light teal grommet 97 inch drape]
[light blue boho 96 inch drape],[grayish grommet 97 inch drapery],[gold grommet 97 inch drapery],[navy bohemian 96 inch drape],[bluish grommet 96 inch window curtain],[light gray grommet 97 inch drapery],[dark grey grommet 97 inch drapery],[burlap grommet 96 inch drape],[natural grommet 96 inch drape],[black bohemian 96 inch drape],[pink grommet 97 inch drapery],[white bohemian 96 inch drape],[black and white bohemian 96 inch drape],[teal grommet 97 inch drapery]
[light blue boho 96 inch drapery],[grey grommet 97 inch drapery],[yellow grommet 97 inch drapery],[navy bohemian 96 inch drapery],[blue grommet 96 inch window curtain],[silver grommet 97 inch drapery],[charcoal grommet 97 inch drapery],[sand grommet 96 inch drape],[neutral grommet 96 inch drape],[black bohemian 96 inch drapery],[light pink grommet 97 inch drapery],[white bohemian 96 inch drapery],[black and white bohemian 96 inch drapery],[dark teal grommet 97 inch drapery]
[light blue boho 96 inch panel],[gray grommet 97 inch drapery],[mustard grommet 97 inch drapery],[navy bohemian 96 inch panel],[indigo grommet 96 inch window curtain],[light grey grommet 97 inch drapery],[black grey grommet 97 inch drapery],[taupe grommet 96 inch drape],[greige grommet 96 inch drape],[black bohemian 96 inch panel],[dark pink grommet 97 inch drapery],[white bohemian 96 inch panel],[black and white bohemian 96 inch panel],[light teal grommet 97 inch drapery]
[light blue boho 96 inch window curtain],[grayish grommet 97 inch panel],[gold grommet 97 inch panel],[navy bohemian 96 inch window curtain],[denim grommet 96 inch window curtain],[light gray grommet 97 inch panel],[dark grey grommet 97 inch panel],[tan grommet 96 inch drape],[ivory grommet 96 inch drape],[black bohemian 96 inch window curtain],[pink grommet 97 inch panel],[white bohemian 96 inch window curtain],[black and white bohemian 96 inch window curtain],[teal grommet 97 inch panel]
[light blue boho 97 inch curtain],[grey grommet 97 inch panel],[yellow grommet 97 inch panel],[navy bohemian 97 inch curtain],[bluish grommet 97 inch curtain],[silver grommet 97 inch panel],[charcoal grommet 97 inch panel],[beige grommet 96 inch drape],[cream grommet 96 inch drape],[black bohemian 97 inch curtain],[light pink grommet 97 inch panel],[white bohemian 97 inch curtain],[black and white bohemian 97 inch curtain],[dark teal grommet 97 inch panel]
[light blue boho 97 inch drape],[gray grommet 97 inch panel],[mustard grommet 97 inch panel],[navy bohemian 97 inch drape],[blue grommet 97 inch curtain],[light grey grommet 97 inch panel],[black grey grommet 97 inch panel],[light brown grommet 96 inch drape],[off white grommet 96 inch drape],[black bohemian 97 inch drape],[dark pink grommet 97 inch panel],[white bohemian 97 inch drape],[black and white bohemian 97 inch drape],[light teal grommet 97 inch panel]
[light blue boho 97 inch drapery],[grayish grommet 97 inch window curtain],[gold grommet 97 inch window curtain],[navy bohemian 97 inch drapery],[indigo grommet 97 inch curtain],[light gray grommet 97 inch window curtain],[dark grey grommet 97 inch window curtain],[burlap grommet 96 inch drapery],[natural grommet 96 inch drapery],[black bohemian 97 inch drapery],[pink grommet 97 inch window curtain],[white bohemian 97 inch drapery],[black and white bohemian 97 inch drapery],[teal grommet 97 inch window curtain]
[light blue boho 97 inch panel],[grey grommet 97 inch window curtain],[yellow grommet 97 inch window curtain],[navy bohemian 97 inch panel],[denim grommet 97 inch curtain],[silver grommet 97 inch window curtain],[charcoal grommet 97 inch window curtain],[sand grommet 96 inch drapery],[neutral grommet 96 inch drapery],[black bohemian 97 inch panel],[light pink grommet 97 inch window curtain],[white bohemian 97 inch panel],[black and white bohemian 97 inch panel],[dark teal grommet 97 inch window curtain]
[light blue boho 97 inch window curtain],[gray grommet 97 inch window curtain],[mustard grommet 97 inch window curtain],[navy bohemian 97 inch window curtain],[bluish grommet 97 inch drape],[light grey grommet 97 inch window curtain],[black grey grommet 97 inch window curtain],[taupe grommet 96 inch drapery],[greige grommet 96 inch drapery],[black bohemian 97 inch window curtain],[dark pink grommet 97 inch window curtain],[white bohemian 97 inch window curtain],[black and white bohemian 97 inch window curtain],[light teal grommet 97 inch window curtain]
[light blue bohemian 95 inch curtain],[grayish boho 95 inch curtain],[gold boho 95 inch curtain],[navy modern 95 inch curtain],[blue grommet 97 inch drape],[light gray boho 95 inch curtain],[dark grey boho 95 inch curtain],[tan grommet 96 inch drapery],[ivory grommet 96 inch drapery],[black modern 95 inch curtain],[pink boho 95 inch curtain],[white modern 95 inch curtain],[black and white modern 95 inch curtain],[teal boho 95 inch curtain]
[light blue bohemian 95 inch drape],[grey boho 95 inch curtain],[yellow boho 95 inch curtain],[navy modern 95 inch drape],[indigo grommet 97 inch drape],[silver boho 95 inch curtain],[charcoal boho 95 inch curtain],[beige grommet 96 inch drapery],[cream grommet 96 inch drapery],[black modern 95 inch drape],[light pink boho 95 inch curtain],[white modern 95 inch drape],[black and white modern 95 inch drape],[dark teal boho 95 inch curtain]
[light blue bohemian 95 inch drapery],[gray boho 95 inch curtain],[mustard boho 95 inch curtain],[navy modern 95 inch drapery],[denim grommet 97 inch drape],[light grey boho 95 inch curtain],[black grey boho 95 inch curtain],[light brown grommet 96 inch drapery],[off white grommet 96 inch drapery],[black modern 95 inch drapery],[dark pink boho 95 inch curtain],[white modern 95 inch drapery],[black and white modern 95 inch drapery],[light teal boho 95 inch curtain]
[light blue bohemian 95 inch panel],[grayish boho 95 inch drape],[gold boho 95 inch drape],[navy modern 95 inch panel],[bluish grommet 97 inch drapery],[light gray boho 95 inch drape],[dark grey boho 95 inch drape],[burlap grommet 96 inch panel],[natural grommet 96 inch panel],[black modern 95 inch panel],[pink boho 95 inch drape],[white modern 95 inch panel],[black and white modern 95 inch panel],[teal boho 95 inch drape]
[light blue bohemian 95 inch window curtain],[grey boho 95 inch drape],[yellow boho 95 inch drape],[navy modern 95 inch window curtain],[blue grommet 97 inch drapery],[silver boho 95 inch drape],[charcoal boho 95 inch drape],[sand grommet 96 inch panel],[neutral grommet 96 inch panel],[black modern 95 inch window curtain],[light pink boho 95 inch drape],[white modern 95 inch window curtain],[black and white modern 95 inch window curtain],[dark teal boho 95 inch drape]
[light blue bohemian 96 inch curtain],[gray boho 95 inch drape],[mustard boho 95 inch drape],[navy modern 96 inch curtain],[indigo grommet 97 inch drapery],[light grey boho 95 inch drape],[black grey boho 95 inch drape],[taupe grommet 96 inch panel],[greige grommet 96 inch panel],[black modern 96 inch curtain],[dark pink boho 95 inch drape],[white modern 96 inch curtain],[black and white modern 96 inch curtain],[light teal boho 95 inch drape]
